"Cod_TSE","Cod_IBGE","UF","localidade"
"67636","3533106","SP","NOVA GUATAPORANGA"
"82414","4212304","SC","PAULO LOPES"
"80608","4215059","SC","RIO RUFINO"
"73156","1718840","TO","SANDOLANDIA"
"83054","4215505","SC","SANTA CECILIA"
"96253","5221403","GO","TRINDADE"
"88102","4323457","RS","VILA NOVA DO SUL"
"74969","4128658","PR","VIRMOND"
"79510","4100509","PR","ALTONIA"
"98639","5101001","MT","ARAGUAIANA"
"56170","3200904","ES","BARRA DE SAO FRANCISCO"
"74594","4103107","PR","BOCAIUVA DO SUL"
"80799","4204103","SC","CAXAMBU DO SUL"
"86029","4308052","RS","FAXINALZINHO"
"75752","4109005","PR","GUAPIRAMA"
"98299","4311155","RS","JOIA"
"76970","4115507","PR","MARUMBI"
"56677","3203403","ES","MIMOSO DO SUL"
"82775","4214102","SC","PRESIDENTE NEREU"
"50792","3154002","MG","RAUL SOARES"
"81485","4215752","SC","SAO BERNARDINO"
"96172","5221007","GO","TAQUARAL DE GOIAS"
"56154","3200805","ES","BAIXO GUANDU"
"41173","3105905","MG","BARROSO"
"74144","4103024","PR","BOA ESPERANCA DO IGUACU"
"56146","3201159","ES","BREJETUBA"
"62790","3508900","SP","CAIABU"
"86088","4305132","RS","CERRO BRANCO"
"86452","4307401","RS","ESMERALDA"
"45055","3125309","MG","FARIA LEMOS"
"76473","4112702","PR","JATAIZINHO"
"40320","3136652","MG","JUATUBA"
"66273","3526308","SP","LAGOINHA"
"47716","3138609","MG","LIMA DUARTE"
"82031","4210308","SC","MAJOR VIEIRA"
"96474","5213087","GO","MINACU"
"87165","4312625","RS","MULITERNO"
"75027","4116950","PR","NOVA ESPERANCA DO SUDOESTE"
"93327","5215231","GO","NOVO GAMA"
"77631","4119202","PR","PINHALAO"
"95591","1718204","TO","PORTO NACIONAL"
"77836","4120200","PR","PORTO RICO"
"81647","4214151","SC","PRINCESA"
"50970","3154903","MG","RIO CASCA"
"58890","3304508","RJ","RIO DAS FLORES"
"70491","3547403","SP","SANTA RITA D OESTE"
"84611","4126256","PR","SARANDI"
"88668","4322525","RS","VALE VERDE"
"310","1100015","RO","ALTA FLORESTA DO OESTE"
"4154","1500800","PA","ANANINDEUA"
"92339","5201702","GO","ARAGARCAS"
"74314","4101705","PR","ARARUNA"
"42013","3110103","MG","CAIANA"
"92878","5204409","GO","CAIAPONIA"
"74756","4103909","PR","CAMPINA DA LAGOA"
"44490","3122504","MG","DOM CAVATI"
"44598","3123007","MG","DORES DE CAMPOS"
"98051","5003504","MS","DOURADINA"
"81418","4207205","SC","IMARUI"
"75973","4110102","PR","IMBITUVA"
"4839","1504208","PA","MARABA"
"98418","1303536","AM","PRESIDENTE FIGUEIREDO"
"77852","4120309","PR","PORTO VITORIA"
"87726","4318622","RS","SAO JOSE DOS AUSENTES"
"74845","4125555","PR","SAO MANOEL DO PARANA"
"71110","3550506","SP","SAO PEDRO DO TURVO"
"4847","1507755","PA","SAPUCAIA"
"79332","4128005","PR","UBIRATA"
"42501","3170750","MG","VARJAO DE MINAS"
"98990","5108600","MT","VILA RICA"
"63215","3511003","SP","CASTILHO"
"90590","5103007","MT","CHAPADA DOS GUIMARAES"
"44156","3120805","MG","CRUZILIA"
"61123","3513850","SP","DIRCE REIS"
"88404","4307815","RS","ESTRELA VELHA"
"93572","5207808","GO","FIRMINOPOLIS"
"93874","5209606","GO","HEITORAI"
"90891","5004502","MS","ITAPORA"
"46850","3134301","MG","ITUMIRIM"
"94293","5211701","GO","JANDAIA"
"66338","3526605","SP","LAVRINHAS"
"66575","3527801","SP","LUPERCIO"
"57070","3203353","ES","MARILANDIA"
"87068","4312252","RS","MINAS DO LEAO"
"88544","4312617","RS","MUITOS CAPOES"
"96539","5214838","GO","NOVA CRIXAS"
"79677","4117206","PR","NOVA OLIMPIA"
"82350","4212007","SC","PALMA SOLA"
"50253","3151305","MG","PIRAUBA"
"87971","4314704","RS","PLANALTO"
"50776","3153905","MG","RAPOSOS"
"69558","3542701","SP","RESTINGA"
"78433","4123303","PR","SANTA CRUZ DO MONTE CASTELO"
"74764","4123824","PR","SANTA LUCIA"
"87785","4319125","RS","SAO MARTINHO DA SERRA"
"78930","4125902","PR","SAO PEDRO DO PARANA"
"61301","3552551","SP","SUZANOPOLIS"
"53830","3169208","MG","TOMBOS"
"61298","3501509","SP","ALVINLANDIA"
"92231","5201207","GO","ANHANGUERA"
"92398","1702000","TO","ARAGUACU"
"90298","5001508","MS","BANDEIRANTES"
"42374","3111903","MG","CANA VERDE"
"86150","4305900","RS","CORONEL BICACO"
"44571","3122900","MG","DONA EUSEBIA"
"84883","4306734","RS","DOUTOR MAURICIO CARDOSO"
"45616","3128105","MG","GUAPE"
"45675","3128402","MG","GUARANI"
"81710","4208708","SC","JACINTO MACHADO"
"47171","3135902","MG","JESUANIA"
"66834","3529104","SP","MARINOPOLIS"
"74667","4119657","PR","PITANGUEIRAS"
"95419","5217203","GO","PIRANHAS"
"91332","5106703","MT","PONTE BRANCA"
"95877","5219605","GO","SANTA TEREZA DE GOIAS"
"98116","5007802","MS","SELVIRIA"
"40843","3165578","MG","SENADOR AMARAL"
"61468","3555356","SP","UBARANA"
"88501","4322327","RS","TURUCU"
"88064","4322533","RS","VALE DO SOL"
"56227","3205176","ES","VILA VALERIO"
"90549","5102850","MT","CASTANHEIRA"
"43273","3116407","MG","CLARAVAL"
"41920","3117876","MG","CONFINS"
"43818","3119104","MG","CORINTO"
"85464","4306056","RS","CRISTAL"
"680","1100940","RO","CUJUBIM"
"75310","4106704","PR","CRUZEIRO DO SUL"
"80977","4205001","SC","DIONISIO CERQUEIRA"
"64173","3515806","SP","FLORA RICA"
"45250","3126307","MG","FORTALEZA DE MINAS"
"92266","5209150","GO","GOUVELANDIA"
"47252","3136306","MG","JOAO PINHEIRO"
"91898","5105200","MT","JUSCIMEIRA"
"47970","3139904","MG","MARIA DA FE"
"74330","4114906","PR","MARILANDIA DO SUL"
"48437","3142205","MG","MIRAI"
"49336","3146701","MG","PALMA"
"95311","5216809","GO","PETROLINA DE GOIAS"
"87955","4314605","RS","PIRATINI"
"78034","4121307","PR","RANCHO ALEGRE"
"78158","4121901","PR","RIBEIRAO DO PINHAL"
"70033","3545100","SP","SALMORAO"
"51438","3157203","MG","SANTA BARBARA"
"62200","3547650","SP","SANTA SALETE"
"53031","3165206","MG","SAO TOME DAS LETRAS"
"88978","4319703","RS","SAO VALENTIM"
"91618","5108105","MT","TESOURO"
"54437","3172103","MG","VOLTA GRANDE"
"62227","3556958","SP","VITORIA BRASIL"
"83852","4219606","SC","XAVANTINA"
"55018","5000252","MS","ALCINOPOLIS"
"50695","3153509","MG","ALTO JEQUITIBA"
"61522","3503950","SP","ASPASIA"
"84921","4302451","RS","BOQUEIRAO DO LEAO"
"46035","3130200","MG","IGARATINGA"
"8036","2105302","MA","IMPERATRIZ"
"96814","5209952","GO","INDIARA"
"65633","3523107","SP","ITAQUAQUECETUBA"
"66516","3527504","SP","LUCIANOPOLIS"
"75116","4114401","PR","MANGUEIRINHA"
"87459","4312203","RS","MAXIMILIANO DE ALMEIDA"
"38075","2925303","BA","PORTO SEGURO"
"51551","3157807","MG","SANTA LUZIA"
"95974","5220009","GO","SAO JOAO D ALIANCA"
"89052","4320206","RS","SEBERI"
"87947","4320677","RS","SINIMBU"
"72117","3555505","SP","UBIRAJARA"
"96334","5221601","GO","URUACU"
"80462","4219150","SC","VARGEM"
"61697","3503505","SP","AREIAS"
"92495","5202502","GO","ARUANA"
"74322","4107652","PR","FAZENDA RIO GRANDE"
"75612","4108205","PR","FORMOSA DO OESTE"
"64238","3516101","SP","FLORINEA"
"46892","3134509","MG","ITUTINGA"
"84638","4112959","PR","JURANDA"
"40347","3137536","MG","LAGOA GRANDE"
"94439","5212303","GO","LEOPOLDO DE BULHOES"
"94714","5213707","GO","MONTES CLAROS DE GOIAS"
"94757","5213905","GO","MOSSAMEDES"
"98850","5106778","MT","PORTO ALEGRE DO NORTE"
"70432","3547106","SP","SANTA MERCEDES"
"70696","3548401","SP","SANTOPOLIS DO AGUAPEI"
"59110","3305604","RJ","SILVA JARDIM"
"85669","4321329","RS","TAQUARUCU DO SUL"
"71935","3554607","SP","TIMBURI"
"91901","5008404","MS","VICENTINA"
"4502","1500131","PA","ABEL FIGUEIREDO"
"42838","3114204","MG","CARMO DO CAJURU"
"75094","4105706","PR","CLEVELANDIA"
"75272","4106506","PR","CORONEL VIVIDA"
"88463","4306551","RS","DOM PEDRO DE ALCANTARA"
"46515","3132602","MG","ITAMARATI DE MINAS"
"94315","5211800","GO","JARAGUA"
"76619","4113403","PR","LEOPOLIS"
"67059","3530201","SP","MIRANTE DO PARANAPANEMA"
"87106","4312427","RS","MORMACO"
"49158","3145802","MG","ONCA DE PITANGUI"
"81566","4212056","SC","PALMEIRA"
"85340","4314456","RS","PINHAL"
"50199","3151008","MG","PIRANGUINHO"
"77879","4120408","PR","PRESIDENTE CASTELO BRANCO"
"5690","1506161","PA","RIO MARIA"
"91839","5107859","MT","SAO FELIX DO ARAGUAIA"
"52353","3161809","MG","SAO GONCALO DO PARA"
"78972","4126108","PR","SAO TOME"
"85707","4320230","RS","SEDE NOVA"
"26077","2615409","PE","TORITAMA"
"57959","3205036","ES","VARGEM ALTA"
"79898","4128559","PR","VERA CRUZ DO OESTE"
"61921","3557154","SP","ZACARIAS"
"40010","3100104","MG","ABADIA DOS DOURADOS"
"40150","3100807","MG","AGUANIL"
"40975","3104908","MG","BAEPENDI"
"92029","5203559","GO","BONFINOPOLIS"
"85650","4303301","RS","CAIBATE"
"85839","4304309","RS","CANDIDO GODOI"
"63070","3510302","SP","CAPELA DO ALTO"
"86053","4305405","RS","CHIAPETA"
"30058","2910727","BA","EUNAPOLIS"
"79618","4110409","PR","INDIANOPOLIS"
"47414","3137106","MG","LAGAMAR"
"85987","4314027","RS","PARAISO DO SUL"
"91812","5106372","MT","PEDRA PRETA"
"80926","4213351","SC","PONTE ALTA DO NORTE"
"50512","3152600","MG","POUSO ALTO"
"69833","3544103","SP","RIO GRANDE DA SERRA"
"5258","1506302","PA","SALVATERRA"
"83135","4215901","SC","SAO BONIFACIO"
"53490","3167509","MG","SIMAO PEREIRA"
"54259","3171204","MG","VESPASIANO"
"91090","5105507","MT","VILA BELA STSSMA TRINDADE"
"56057","3200300","ES","ALFREDO CHAVES"
"74071","4100400","PR","ALMIRANTE TAMANDARE"
"40398","3102001","MG","ALTEROSA"
"74217","4101200","PR","ANTONINA"
"90271","5101407","MT","ARIPUANA"
"74519","4102703","PR","BARRA DO JACARE"
"62677","3508306","SP","CABRALIA PAULISTA"
"42811","3114105","MG","CARMO DE MINAS"
"85880","4304952","RS","CASEIROS"
"43737","3118700","MG","COQUEIRAL"
"99031","5103809","MT","FIGUEIROPOLES DOESTE"
"93777","5208905","GO","GOIAS"
"80020","4207650","SC","IPORA DO OESTE"
"65374","3521804","SP","ITAI"
"47651","3138302","MG","LEANDRO FERREIRA"
"76953","4115408","PR","MARMELEIRO"
"67091","3530409","SP","MIRASSOLANDIA"
"62340","3532157","SP","NANTES"
"87572","4312708","RS","NONOAI"
"87343","4314076","RS","PASSO DO SOBRADO"
"50237","3151206","MG","PIRAPORA"
"70815","3549003","SP","SAO FRANCISCO"
"84859","4318424","RS","SAO JOAO DA URTIGA"
"79170","4127205","PR","TERRA BOA"
"74098","4100608","PR","ALTO PARANA"
"86304","4300646","RS","AMETISTA DO SUL"
"62081","3507753","SP","BREJO ALEGRE"
"58173","3300902","RJ","CAMBUCI"
"86606","4305850","RS","COQUEIROS DO SUL"
"93335","5206602","GO","CUMARI"
"42161","3127388","MG","GOIANA"
"45578","3127909","MG","GRUPIARA"
"75930","4109906","PR","ICARAIMA"
"46019","3130101","MG","IGARAPE"
"159","1100114","RO","JARU"
"47597","3138005","MG","LARANJAL"
"98736","5106232","MT","NOVA OLIMPIA"
"79952","4117255","PR","NOVA PRATA DO IGUACU"
"77577","4118808","PR","PEABIRU"
"75566","4120333","PR","PRADO FERREIRA"
"50857","3154309","MG","RESPLENDOR"
"70114","3545506","SP","SANDOVALINA"
"52876","3164407","MG","SAO SEBASTIAO DA BELA VISTA"
"39934","2931350","BA","TEIXEIRA DE FREITAS"
"72150","3555703","SP","UNIAO PAULISTA"
"74373","4101903","PR","ASSAI"
"92657","5203302","GO","BELA VISTA DE GOIAS"
"74160","4103222","PR","BOM SUCESSO DO SUL"
"42250","3111309","MG","CAMPO DO MEIO"
"42358","3111804","MG","CANAPOLIS"
"42773","3113909","MG","CARMO DA CACHOEIRA"
"42935","3114709","MG","CARVALHOPOLIS"
"64076","3515301","SP","ESTRELA DO NORTE"
"45470","3127404","MG","GONCALVES"
"92282","5210562","GO","ITAGUARI"
"90930","5004700","MS","IVINHEMA"
"62022","3527256","SP","LOURDES"
"49891","3149507","MG","PEQUERI"
"68950","3539707","SP","PLATINA"
"40720","3162559","MG","SAO JOAO DO MANHUACU"
"70912","3549508","SP","SAO JOSE DA BELA VISTA"
"58343","3305133","RJ","SAO JOSE DE UBA"
"96237","5221304","GO","TRES RANCHOS"
"40614","3103108","MG","ANTONIO PRADO DE MINAS"
"41939","3109709","MG","CACHOEIRA DE MINAS"
"85812","4304200","RS","CANDELARIA"
"230","1100064","RO","COLORADO DO OESTE"
"85081","4306973","RS","EREBANGO"
"90859","5004304","MS","IGUATEMI"
"56049","3202652","ES","IRUPI"
"46957","3134806","MG","JACUI"
"56618","3203106","ES","JERONIMO MONTEIRO"
"76716","4113908","PR","MALLET"
"5770","1504455","PA","MEDICILANDIA"
"98752","5106216","MT","NOVA CANAA DO NORTE"
"81442","4211876","SC","PAIAL"
"25216","2611101","PE","PETROLINA"
"50814","3154101","MG","RECREIO"
"5673","1506138","PA","REDENCAO"
"56871","3204401","ES","RIO NOVO DO SUL"
"83232","4216404","SC","SAO JOAO DO SUL"
"56162","3204955","ES","SAO ROQUE DO CANAA"
"53376","3166907","MG","SERRANIA"
"79111","4126801","PR","TAPEJARA"
"86142","4321857","RS","TRES PALMEIRAS"
"90263","5100805","MT","APIACAS"
"620","1100601","RO","CACAULANDIA"
"75396","4107108","PR","DIAMANTE DO NORTE"
"44474","3122405","MG","DIVISA NOVA"
"44679","3123403","MG","DORESOPOLIS"
"44911","3124609","MG","ESTRELA DALVA"
"85448","4307831","RS","EUGENIO DE CASTRO"
"93718","5208608","GO","GOIANESIA"
"45756","3128808","MG","GUIDOVAL"
"64815","3519006","SP","HERCULANDIA"
"58378","3301900","RJ","ITABORAI"
"40363","3138625","MG","LIMEIRA DO OESTE"
"88447","4311718","RS","MACAMBARA"
"94773","5214002","GO","MOZARLANDIA"
"94854","5214408","GO","NAZARIO"
"81264","4211892","SC","PAINEL"
"69639","3543105","SP","RIBEIRAO CORRENTE"
"51179","3155900","MG","RIO PRETO"
"95737","5218904","GO","RUBIATABA"
"70238","3546108","SP","SANTA CLARA D OESTE"
"78514","4123808","PR","SANTA IZABEL DO OESTE"
"78530","4123907","PR","SANTA MARIANA"
"62049","3554656","SP","TORRE DE PEDRA"
"96318","5221502","GO","TURVANIA"
"42447","3170438","MG","UNIAO DE MINAS"
"96350","5221700","GO","URUANA"
"92118","5200605","GO","ALTO PARAISO"
"61719","3503604","SP","AREIOPOLIS"
"61999","3505104","SP","BARBOSA"
"41335","3106705","MG","BETIM"
"61506","3509452","SP","CAMPINA DO MONTE ALEGRE"
"58300","3300936","RJ","CARAPEBUS"
"75191","4106100","PR","CONSELHEIRO MAYRINCK"
"44873","3124401","MG","ESPIRITO SANTO DO DOURADO"
"66176","3525805","SP","JULIO MESQUITA"
"76511","4112900","PR","JUNDIAI DO SUL"
"93041","5218391","GO","PROFESSOR JAMIL"
"58874","3304409","RJ","RIO CLARO"
"58912","3304607","RJ","SANTA MARIA MADALENA"
"51934","3159704","MG","SANTA ROSA DA SERRA"
"78670","4124608","PR","SAO CARLOS DO IVAI"
"4111","1500602","PA","ALTAMIRA"
"96610","5200852","GO","AMERICANO DO BRASIL"
"84891","4304689","RS","CAPELA DE SANTANA"
"74918","4104709","PR","CARLOPOLIS"
"43311","3116605","MG","CLAUDIO"
"58165","3300951","RJ","COMENDADOR LEVY GASPARIAN"
"43575","3117900","MG","CONGONHAL"
"58319","3301603","RJ","DUAS BARRAS"
"61182","3514957","SP","EMBAUBA"
"90794","5004007","MS","GLORIA DE DOURADOS"
"64475","3517307","SP","GUAIMBE"
"61085","3519253","SP","IARAS"
"76112","4110904","PR","ITAGUAGE"
"81930","4209805","SC","LEOBERTO LEAL"
"39748","2919926","BA","MADRE DE DEUS"
"87009","4311981","RS","MARIANA PIMENTEL"
"66931","3529609","SP","MERIDIANO"
"90808","5106265","MT","NOVO MUNDO"
"68373","3536802","SP","PEDRA BELA"
"68390","3536901","SP","PEDRANOPOLIS"
"77895","4120507","PR","PRIMEIRO DE MAIO"
"58122","3304144","RJ","QUEIMADOS"
"91413","5007109","MS","RIBAS DO RIO PARDO"
"78131","4121802","PR","RIBEIRAO CLARO"
"78492","4123709","PR","SANTA IZABEL DO IVAI"
"80721","4215554","SC","SANTA HELENA"
"80241","4215653","SC","SANTA ROSA DO SUL"
"80640","4216255","SC","SAO JOAO DO OESTE"
"52639","3163201","MG","SAO JOSE DO ALEGRE"
"87742","4318499","RS","SAO JOSE DO INHACORA"
"79219","4127403","PR","TERRA ROXA"
"39659","2933307","BA","VITORIA DA CONQUISTA"
"74128","4101150","PR","ANGULO"
"93360","5200050","GO","ABADIA DE GOIAS"
"85170","4300901","RS","ARATIBA"
"74438","4102307","PR","BALSA NOVA"
"74730","4103800","PR","CAMBIRA"
"62979","3509809","SP","CAMPOS NOVOS PAULISTA"
"44970","3124906","MG","EUGENOPOLIS"
"93165","5209937","GO","INACIOLANDIA"
"80187","4207759","SC","IRACEMINHA"
"81558","4207908","SC","IRINEOPOLIS"
"56537","3202702","ES","ITAGUACU"
"56570","3202900","ES","ITARANA"
"81540","4209177","SC","JUPIA"
"87513","4312500","RS","MOSTARDAS"
"77291","4117404","PR","OURIZONA"
"75604","4121752","PR","RESERVA DO IGUACU"
"56952","3204807","ES","SAO JOSE DO CALCADO"
"53813","3169109","MG","TOLEDO"
"83593","4218301","SC","TRES BARRAS"
"83682","4218756","SC","TUNAPOLIS"
"85847","4323705","RS","VISTA GAUCHA"
"40550","3102803","MG","ANDRELANDIA"
"40231","3101201","MG","AIURUOCA"
"16390","2402006","RN","CAICO"
"16250","2402003","RN","CAMPO GRANDE"
"75213","4106209","PR","CONTENDA"
"83950","4204558","SC","CORREIA PINTO"
"92207","5207352","GO","EDEALINA"
"35157","2910800","BA","FEIRA DE SANTANA"
"65331","3521606","SP","IRAPURU"
"35971","2914802","BA","ITABUNA"
"65510","3522505","SP","ITAPEVI"
"76490","4112801","PR","JOAQUIM TAVORA"
"58491","3302502","RJ","MAGE"
"56693","3203502","ES","MONTANHA"
"49913","3149606","MG","PEQUI"
"75787","4126652","PR","SULINA"
"3042","1400027","RR","AMAJARI"
"85235","4301206","RS","ARROIO DO TIGRE"
"81582","4202081","SC","BANDEIRANTE"
"41599","3108008","MG","BOM SUCESSO"
"61026","3507456","SP","BOREBI"
"42390","3112000","MG","CANDEIAS"
"42897","3114501","MG","CARMOPOLIS DE MINAS"
"43672","3118403","MG","CONSELHEIRO PENA"
"44237","3121209","MG","DELFINOPOLIS"
"98337","5103452","MT","DENISE"
"75795","4109203","PR","GUARACI"
"75817","4109302","PR","GUARANIACU"
"46434","3132206","MG","ITAGUARA"
"66559","3527702","SP","LUISIANIA"
"48038","3140209","MG","MARIPA DE MINAS"
"66990","3529906","SP","MIRACATU"
"67334","3531605","SP","MONTE CASTELO"
"87386","4314472","RS","PINHAL GRANDE"
"68691","3538303","SP","PIQUEROBI"
"77690","4119509","PR","PIRAQUARA"
"62162","3541653","SP","QUADRA"
"79553","4120903","PR","QUEDAS DO IGUACU"
"51250","3156304","MG","RODEIRO"
"25496","2612505","PE","SANTA CRUZ DO CAPIBARIBE"
"95834","5219407","GO","SANTA RITA DO ARAGUAIA"
"79073","4126603","PR","SIQUEIRA CAMPOS"
"91634","5108204","MT","TORIXOREU"
"5754","1508159","PA","URUARA"
"54216","3172202","MG","WENCESLAU BRAZ"
"85456","4302303","RS","BOM JESUS"
"56219","3201100","ES","BOM JESUS DO NORTE"
"74675","4103503","PR","CALIFORNIA"
"42315","3111606","MG","CAMPOS GERAIS"
"23817","2604106","PE","CARUARU"
"92967","5205059","GO","CASTELANDIA"
"44172","3120904","MG","CURVELO"
"63851","3514205","SP","DOLCINOPOLIS"
"64637","3518107","SP","GUARANTA"
"86800","4309654","RS","HULHA NEGRA"
"47058","3135308","MG","JAPARAIBA"
"66095","3525409","SP","JERIQUARA"
"66133","3525607","SP","JOAO RAMALHO"
"94455","5212501","GO","LUZIANIA"
"47899","3139508","MG","MANHUMIRIM"
"81086","4211256","SC","MORRO GRANDE"
"94897","5214606","GO","NIQUELANDIA"
"67776","3533809","SP","OLEO"
"59315","3303856","RJ","PATI DO ALFERES"
"77674","4119400","PR","PIRAI DO SUL"
"69094","3540408","SP","POPULINA"
"88056","4315107","RS","PORTO XAVIER"
"90441","5107198","MT","RIBEIRAOZINHO"
"78310","4122701","PR","SABAUDIA"
"61328","3548054","SP","SANTO ANTONIO DO ARACANGUA"
"53058","3165305","MG","SAO VICENTE DE MINAS"
"53074","3165404","MG","SAPUCAI MIRIM"
"59170","3305901","RJ","TRAJANO DE MORAIS"
"61581","3500758","SP","ALAMBARI"
"43176","3115904","MG","CHACARA"
"93114","1705508","TO","COLINAS DO TOCANTINS"
"43559","3117801","MG","CONCEICAO DOS OUROS"
"42021","3121258","MG","DELTA"
"61140","3515194","SP","ESPIRITO SANTO DO TURVO"
"45691","3128501","MG","GUARARA"
"64610","3518008","SP","GUARANI D OESTE"
"90832","5104203","MT","GUIRATINGA"
"93890","5209705","GO","HIDROLANDIA"
"66257","3526209","SP","JUQUITIBA"
"47490","3137502","MG","LAGOA FORMOSA"
"67490","3532405","SP","NAZARE PAULISTA"
"515","1100502","RO","NOVO HORIZONTE DO OESTE"
"95079","5215504","GO","OUVIDOR"
"87793","4313805","RS","PALMITINHO"
"93068","5216452","GO","PEROLANDIA"
"85740","4315750","RS","RIOZINHO"
"91472","5007406","MS","RIO VERDE DE MATO GROSSO"
"87580","4316477","RS","SALVADOR DAS MISSOES"
"57932","3204559","ES","SANTA MARIA DO JETIBA"
"83070","4215604","SC","SANTA ROSA DE LIMA"
"40789","3162955","MG","SAO JOSE DA LAPA"
"81183","4217253","SC","SAO PEDRO DE ALCANTARA"
"53716","3168606","MG","TEOFILO OTONI"
"54119","3170602","MG","VARGEM BONITA"
"92410","1702109","TO","ARAGUAINA"
"86320","4300851","RS","ARAMBARE"
"41955","3109808","MG","CACHOEIRA DOURADA"
"74772","4104006","PR","CAMPINA GRANDE DO SUL"
"671","1100700","RO","CAMPO NOVO DE RONDONIA"
"88366","4308078","RS","FAZENDA VILANOVA"
"62308","3516853","SP","GAVIAO PEIXOTO"
"19","1100106","RO","GUAJARA MIRIM"
"81256","4206405","SC","GUARACIABA"
"64858","3519204","SP","IACRI"
"65315","3521507","SP","IRAPUA"
"59293","3302056","RJ","ITALVA"
"76538","4113007","PR","JUSSARA"
"94390","5212204","GO","JUSSARA"
"76694","4113809","PR","LUPIONOPOLIS"
"48593","3143005","MG","MONTE BELO"
"56758","3203809","ES","MUQUI"
"87203","4312955","RS","NOVA BOA VISTA"
"62405","3536570","SP","PAULISTANIA"
"58327","3304110","RJ","PORTO REAL"
"69655","3543204","SP","RIBEIRAO DO SUL"
"79090","4126702","PR","TAMBOARA"
"53775","3168903","MG","TIROS"
"53953","3169802","MG","TURVOLANDIA"
"81825","4219853","SC","ZORTEA"
"80039","4200200","SC","AGROLANDIA"
"96695","5202155","GO","ARAGUAPAZ"
"40770","3103900","MG","ARAUJOS"
"80497","4202602","SC","BOM RETIRO"
"85677","4303400","RS","CAICARA"
"58270","3301405","RJ","CONCEICAO DE MACABU"
"44318","3121605","MG","DIAMANTINA"
"61760","3514924","SP","ELISIARIO"
"64718","3518503","SP","GUAREI"
"76074","4110706","PR","IRATI"
"87130","4310603","RS","ITAQUI"
"65854","3524204","SP","JABORANDI"
"66591","3527900","SP","LUTECIA"
"77054","4116000","PR","MIRASELVA"
"77119","4116307","PR","MUNHOZ DE MELLO"
"48798","3144003","MG","MUTUM"
"85120","4313037","RS","NOVA ESPERANCA DO SUL"
"84980","4313953","RS","PANTANO GRANDE"
"25135","2610707","PE","PAULISTA"
"82635","4213401","SC","PONTE SERRADA"
"57118","3204351","ES","RIO BANANAL"
"70394","3546900","SP","SANTA LUCIA"
"70670","3548302","SP","SANTO EXPEDITO"
"58955","3304805","RJ","SAO FIDELIS"
"78816","4125209","PR","SAO JORGE D OESTE"
"71412","3552007","SP","SILVEIRAS"
"89710","4321352","RS","TAVARES"
"41157","3169356","MG","TRES MARIAS"
"83771","4219200","SC","VIDAL RAMOS"
"5711","1508407","PA","XINGUARA"
"40274","3101409","MG","ALBERTINA"
